lag_value,lag_var,var_times, structure, activation,loss,statistic,p_value
5,1,5,[64, 32, 8, 1],relu,-3.7164993142952674,65.65401114669389,0.0006149912540542685
5,1,5,[64, 32, 8, 1],linear,-3.648777569941941,55.387070426703964,0.008653033425103682
5,1,5,[32, 8, 1],relu,-3.7241456055877658,83.18211189720255,3.2379688941635136e-06
5,1,5,[32, 8, 1],linear,-3.7115065710516637,119.70820947651373,9.171081652309336e-12
5,1,5,[8, 1],relu,-3.705812243925117,39.99321792431345,0.18743577686814827
5,1,5,[8, 1],linear,-3.724326900623208,68.73325799509125,0.00025958372034392885
5,1,10,[64, 32, 8, 1],relu,-3.742476334210337,37.16219410445661,0.2831188752231273
5,1,10,[64, 32, 8, 1],linear,-3.690641162025369,47.64579693144661,0.047594649980607515
5,1,10,[32, 8, 1],relu,-3.7446283028874587,40.203347138054525,0.18138870820248448
5,1,10,[32, 8, 1],linear,-3.7372700384807933,36.94361790857934,0.2915959431567941
5,1,10,[8, 1],relu,-3.7495110253564716,38.9240048311903,0.2204577442800768
5,1,10,[8, 1],linear,-3.7472893819912247,37.24441175312856,0.2799695245788047
5,5,5,[64, 32, 8, 1],relu,-3.716354774538091,41.02484504322058,0.1591170819935444
5,5,5,[64, 32, 8, 1],linear,-3.6568643934480165,65.16248415742018,0.0007038612656866766
5,5,5,[32, 8, 1],relu,-3.7097964897802904,43.68773748024215,0.10103313599743678
5,5,5,[32, 8, 1],linear,-3.6995222677373,42.088565799678406,0.1334234733762832
5,5,5,[8, 1],relu,-3.727731502393892,42.64430794562658,0.12134954306498315
5,5,5,[8, 1],linear,-3.732715156013366,40.39971936371382,0.1758674493808538
5,5,10,[64, 32, 8, 1],relu,-3.736562961098776,39.46200457729364,0.20336923763002945
5,5,10,[64, 32, 8, 1],linear,-3.662770646155914,87.73673736219426,7.382032040323192e-07
5,5,10,[32, 8, 1],relu,-3.74138258371739,48.05323520565232,0.043830351327157686
5,5,10,[32, 8, 1],linear,-3.7392796939508073,53.79188581083334,0.012577581477997878
5,5,10,[8, 1],relu,-3.74685405031105,53.907116051461166,0.01224686230714398
5,5,10,[8, 1],linear,-3.743669593954362,46.69086209400954,0.05753247095008801
5,10,5,[64, 32, 8, 1],relu,-3.7232468128204346,62.258837870390316,0.0015373279679906193
5,10,5,[64, 32, 8, 1],linear,-3.507224418524373,46.83557219995268,0.05592049293530418
5,10,5,[32, 8, 1],relu,-3.730668652264369,82.95628345721433,3.4805060103152876e-06
5,10,5,[32, 8, 1],linear,-3.7050518093770637,39.00609543533756,0.21778815528168413
5,10,5,[8, 1],relu,-3.7363497149737586,77.30073148733008,2.0497324190608725e-05
5,10,5,[8, 1],linear,-3.7264533759541596,48.00378202728762,0.044272950991023304
5,10,10,[64, 32, 8, 1],relu,-3.7349855449785485,52.90349260432393,0.015415369954756532
5,10,10,[64, 32, 8, 1],linear,-3.625448670401924,76.61021522043353,2.532570868731803e-05
5,10,10,[32, 8, 1],relu,-3.739681543568508,72.95143989630118,7.618089249319308e-05
5,10,10,[32, 8, 1],linear,-3.7163261136144827,64.27881224895697,0.0008954143500206031
5,10,10,[8, 1],relu,-3.747389637999327,41.358826588826304,0.150674951554189
5,10,10,[8, 1],linear,-3.7353438337464335,52.83676127790414,0.015650511236170138
10,1,5,[64, 32, 8, 1],relu,-3.7146929806320244,59.68121353130618,0.0030015867200107924
10,1,5,[64, 32, 8, 1],linear,-3.6750161807889974,93.89109196451065,9.422846649222698e-08
10,1,5,[32, 8, 1],relu,-3.709499244655513,48.74646939942626,0.03802097704147541
10,1,5,[32, 8, 1],linear,-3.7139373961768856,88.0445157128676,6.670565248966121e-07
10,1,5,[8, 1],relu,-3.7133838446992398,49.785235424921126,0.030583586217302533
10,1,5,[8, 1],linear,-3.7217242592078255,74.2469856051689,5.177963923672045e-05
10,1,10,[64, 32, 8, 1],relu,-3.746188908793866,40.65406545846216,0.16890140281014254
10,1,10,[64, 32, 8, 1],linear,-3.681651849436846,53.95222739669013,0.012119577605856328
10,1,10,[32, 8, 1],relu,-3.747638424897452,36.99552100299217,0.28956929227703065
10,1,10,[32, 8, 1],linear,-3.7399394467419236,37.33699458163671,0.27644903362398837
10,1,10,[8, 1],relu,-3.7500173737426095,38.174132190303226,0.24587965226844397
10,1,10,[8, 1],linear,-3.749005189269028,36.4357089061572,0.31187121379693145
10,5,5,[64, 32, 8, 1],relu,-3.715656218545962,42.38964595920798,0.1267706259197348
10,5,5,[64, 32, 8, 1],linear,-3.686141438948979,43.524043967424156,0.10402489524750687
10,5,5,[32, 8, 1],relu,-3.7284572954212285,51.68149541340458,0.02027399241304665
10,5,5,[32, 8, 1],linear,-3.711492473037665,42.166677617426956,0.13167182743260472
10,5,5,[8, 1],relu,-3.7293556168621627,40.05853455418795,0.18554065823776797
10,5,5,[8, 1],linear,-3.7343392120802017,42.02099164087931,0.13495342600952512
10,5,10,[64, 32, 8, 1],relu,-3.7296242383174123,45.80124170363085,0.06834139404568661
10,5,10,[64, 32, 8, 1],linear,-3.677641984355243,50.969179271895726,0.023708023113110092
10,5,10,[32, 8, 1],relu,-3.7428538344499005,37.51985400199343,0.26957680160468944
10,5,10,[32, 8, 1],linear,-3.7149630860786216,63.1958324475484,0.001198451775358915
10,5,10,[8, 1],relu,-3.742053562506086,63.8087483914245,0.0010166717710211367
10,5,10,[8, 1],linear,-3.749267991567623,50.0071770052914,0.029173238937327643
10,10,5,[64, 32, 8, 1],relu,-3.7255377976191526,62.45132025984759,0.001461023739819935
10,10,5,[64, 32, 8, 1],linear,-3.623311161305863,40.64055452546474,0.1692662113791308
10,10,5,[32, 8, 1],relu,-3.730788354928783,64.34179418753098,0.000880257737732005
10,10,5,[32, 8, 1],linear,-3.7038018965307686,52.910663264517474,0.015390295323863457
10,10,5,[8, 1],relu,-3.7422388289016104,39.34212697510011,0.20709376139993715
10,10,5,[8, 1],linear,-3.7408307956133275,43.351045168168675,0.10726423330422212
10,10,10,[64, 32, 8, 1],relu,-3.735974888886924,60.65382699840006,0.00233843693473494
10,10,10,[64, 32, 8, 1],linear,-3.6883114577417366,51.84591249814777,0.01954813890171417
10,10,10,[32, 8, 1],relu,-3.741208194112976,51.07629040392744,0.02316028750068274
10,10,10,[32, 8, 1],linear,-3.7039491652235417,47.85823716386034,0.0455982520614679
10,10,10,[8, 1],relu,-3.7438389792879416,86.41377799763666,1.138899048189703e-06
10,10,10,[8, 1],linear,-3.747746689801103,50.61996855561968,0.02557553265080059
15,1,5,[64, 32, 8, 1],relu,-3.7190090264731306,88.85288352751269,5.107431294741834e-07
15,1,5,[64, 32, 8, 1],linear,-3.652106234310119,105.20154008077269,1.8325646276329371e-09
15,1,5,[32, 8, 1],relu,-3.7097034397056325,46.783679007337476,0.056494032425005156
15,1,5,[32, 8, 1],linear,-3.7172044738090673,81.3446391495627,5.809954451491809e-06
15,1,5,[8, 1],relu,-3.712559913964345,47.9750045816972,0.04453229583870836
15,1,5,[8, 1],linear,-3.719249602751142,66.85159375965858,0.00044123541207524014
15,1,10,[64, 32, 8, 1],relu,-3.742712487890145,38.245100450870765,0.24339385574869857